name	original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
KOUOH ELOMBO, FERDINAND	KOUOH ELOMBO	FERDINAND	KOUOH ELOMBO	FERDINAND	ISGC	KE	FERDINAND KE
SALIM, FERDJANI	SALIM	FERDJANI	SALIM	FERDJANI	ISGC	S	FERDJANI S
BEN, FERINGA	BEN	FERINGA	BEN	FERINGA	ISGC	B	FERINGA B
N, FERLIN	N	FERLIN	NADEGE	FERLIN	ISGC	N	FERLIN N
NADEGE, FERLIN	NADEGE	FERLIN	NADEGE	FERLIN	ISGC	N	FERLIN N
ANA, FERNANDES	ANA	FERNANDES	ANA M	FERNANDES	ISGC	A	FERNANDES A
ANA M, FERNANDES	ANA M	FERNANDES	ANA M	FERNANDES	ISGC	AM	FERNANDES AM
ANTONIO ALBERTO, FERNANDES	ANTONIO ALBERTO	FERNANDES	ANTONIO ALBERTO	FERNANDES	ISGC	AA	FERNANDES AA
ANTONY, FERNANDES	ANTONY	FERNANDES	ANTONY	FERNANDES	ISGC	A	FERNANDES A
MARCELLA, FERNANDES SOUZA	MARCELLA	FERNANDES SOUZA	MARCELLA	FERNANDES DE SOUZA	ISGC	M	FERNANDES SOUZA M
MARCELLA, FERNANDES DE SOUZA	MARCELLA	FERNANDES DE SOUZA	MARCELLA	FERNANDES DE SOUZA	ISGC	M	FERNANDES DE SOUZA M
CARLOS, FERNANDEZ	CARLOS	FERNANDEZ	CARLOS	FERNANDEZ	ISGC	C	FERNANDEZ C
RAFAEL, FERNÁNDEZ	RAFAEL	FERNÁNDEZ	RAFAEL	FERNANDEZ	ISGC	R	FERNANDEZ R
RAFAEL, FERNANDEZ	RAFAEL	FERNANDEZ	RAFAEL	FERNANDEZ	ISGC	R	FERNANDEZ R
SARA G, FERNANDEZ	SARA G	FERNANDEZ	SARA G	FERNANDEZ	ISGC	SG	FERNANDEZ SG
ALBERTO, FERNÁNDEZ-ARROYO	ALBERTO	FERNÁNDEZ-ARROYO	ALBERTO	FERNANDEZ ARROYO	ISGC	A	FERNANDEZ-ARROYO A
ALBERTO, FERNANDEZ ARROYO	ALBERTO	FERNANDEZ ARROYO	ALBERTO	FERNANDEZ ARROYO	ISGC	A	FERNANDEZ ARROYO A
ROBERTO, FERNANDEZ-LAFUENTE	ROBERTO	FERNANDEZ-LAFUENTE	ROBERTO	FERNANDEZ LAFUENTE	ISGC	R	FERNANDEZ-LAFUENTE R
ROBERTO, FERNANDEZ LAFUENTE	ROBERTO	FERNANDEZ LAFUENTE	ROBERTO	FERNANDEZ LAFUENTE	ISGC	R	FERNANDEZ LAFUENTE R
JAVIER, FERNÁNDEZ-RODRÍGUEZ	JAVIER	FERNÁNDEZ-RODRÍGUEZ	JAVIER	FERNANDEZ RODRIGUEZ	ISGC	J	FERNANDEZ-RODRIGUEZ J
JAVIER, FERNANDEZ RODRIGUEZ	JAVIER	FERNANDEZ RODRIGUEZ	JAVIER	FERNANDEZ RODRIGUEZ	ISGC	J	FERNANDEZ RODRIGUEZ J
ANNA MARIA, FERRARI	ANNA MARIA	FERRARI	ANNA MARIA	FERRARI	ISGC	AM	FERRARI AM
ERIKA, FERRARI	ERIKA	FERRARI	ERIKA	FERRARI	ISGC	E	FERRARI E
AMADÉO, FERREIRA	AMADÉO	FERREIRA	AMADEO	FERREIRA	ISGC	A	FERREIRA A
AMADEO, FERREIRA	AMADEO	FERREIRA	AMADEO	FERREIRA	ISGC	A	FERREIRA A
ANA M, FERREIRA	ANA M	FERREIRA	ANA MARIA	FERREIRA	ISGC	AM	FERREIRA AM
ANA MARIA, FERREIRA	ANA MARIA	FERREIRA	ANA MARIA	FERREIRA	ISGC	AM	FERREIRA AM
ARTUR, FERREIRA	ARTUR	FERREIRA	ARTUR	FERREIRA	ISGC	A	FERREIRA A
ISABEL C F R, FERREIRA	ISABEL C F R	FERREIRA	ISABEL C F R	FERREIRA	ISGC	ICFR	FERREIRA ICFR
MICHEL, FERREIRA	MICHEL	FERREIRA	MICHEL	FERREIRA	ISGC	M	FERREIRA M
OLGA, FERREIRA	OLGA	FERREIRA	OLGA	FERREIRA	ISGC	O	FERREIRA O
EDUARDO FERREIRA DA, SILVA	EDUARDO FERREIRA DA	SILVA	EDUARDO	FERREIRA DA SILVA	ISGC	EFD	SILVA EFD
EDUARDO, FERREIRA DA SILVA	EDUARDO	FERREIRA DA SILVA	EDUARDO	FERREIRA DA SILVA	ISGC	E	FERREIRA DA SILVA E
SUZANA, FERREIRA-DIAS	SUZANA	FERREIRA-DIAS	SUZANA	FERREIRA DIAS	ISGC	S	FERREIRA-DIAS S
SUZANA, FERREIRA DIAS	SUZANA	FERREIRA DIAS	SUZANA	FERREIRA DIAS	ISGC	S	FERREIRA DIAS S
PAOLA, FERRINI	PAOLA	FERRINI	PAOLA	FERRINI	ISGC	P	FERRINI P
MONICA, FERRO	MONICA	FERRO	MONICA	FERRO	ISGC	M	FERRO M
WOLF-DIETER, FESSNER	WOLF-DIETER	FESSNER	WOLF DIETER	FESSNER	ISGC	W	FESSNER W
W -D, FESSNER	W -D	FESSNER	WOLF DIETER	FESSNER	ISGC	W	FESSNER W
WOLF DIETER, FESSNER	WOLF DIETER	FESSNER	WOLF DIETER	FESSNER	ISGC	WD	FESSNER WD
DEMIS, FICHET	DEMIS	FICHET	DENIS	FICHET	ISGC	D	FICHET D
DENIS, FICHET	DENIS	FICHET	DENIS	FICHET	ISGC	D	FICHET D
BARBARA, FIFANI	BARBARA	FIFANI	BARBARA	FIFANI	ISGC	B	FIFANI B
JOSÉ L, FIGUEIREDO	JOSÉ L	FIGUEIREDO	JOSE L	FIGUEIREDO	ISGC	JL	FIGUEIREDO JL
JOSE L, FIGUEIREDO	JOSE L	FIGUEIREDO	JOSE L	FIGUEIREDO	ISGC	JL	FIGUEIREDO JL
LAYLA, FILICIOTTO	LAYLA	FILICIOTTO	LAYLA	FILICIOTTO	ISGC	L	FILICIOTTO L
ALEXANDRA, FILIPPI	ALEXANDRA	FILIPPI	ALEXANDRA	FILIPPI	ISGC	A	FILIPPI A
AURORE, FILLY	AURORE	FILLY	AURORE	FILLY	ISGC	A	FILLY A
SVITLANA, FILONENKO	SVITLANA	FILONENKO	SVITLANA	FILONENKO	ISGC	S	FILONENKO S
FRÉDÉRIC, FINE	FRÉDÉRIC	FINE	FREDERIC	FINE	ISGC	F	FINE F
FREDERIC, FINE	FREDERIC	FINE	FREDERIC	FINE	ISGC	F	FINE F
GIULIA, FIORANI	GIULIA	FIORANI	GIULIA	FIORANI	ISGC	G	FIORANI G
SILVIA, FIORE	SILVIA	FIORE	SILVIA	FIORE	ISGC	S	FIORE S
VERONIKA, FISCHER	VERONIKA	FISCHER	VERONIKA	FISCHER	ISGC	V	FISCHER V
CEDRIC, FISCHMEISTER	CEDRIC	FISCHMEISTER	CEDRIC	FISCHMEISTER	ISGC	C	FISCHMEISTER C
CÉDRIC, FISHMEISTER	CÉDRIC	FISHMEISTER	CEDRIC	FISCHMEISTER	ISGC	C	FISHMEISTER C
C, FISCHMEISTER	C	FISCHMEISTER	CEDRIC	FISCHMEISTER	ISGC	C	FISCHMEISTER C
CLÉMENT, FLEITH	CLÉMENT	FLEITH	CLEMENT	FLEITH	ISGC	C	FLEITH C
CLEMENT, FLEITH	CLEMENT	FLEITH	CLEMENT	FLEITH	ISGC	C	FLEITH C
FABRICE, FLEURY	FABRICE	FLEURY	FABRICE	FLEURY	ISGC	F	FLEURY F
SEBASTIEN, FLOQUET	SEBASTIEN	FLOQUET	SEBASTIEN	FLOQUET	ISGC	S	FLOQUET S
PILAR, FLORES	PILAR	FLORES	PILAR	FLORES	ISGC	P	FLORES P
MARCOS, FLORES-ALAMO	MARCOS	FLORES-ALAMO	MARCOS	FLORES ALAMO	ISGC	M	FLORES-ALAMO M
MARCOS, FLORES ALAMO	MARCOS	FLORES ALAMO	MARCOS	FLORES ALAMO	ISGC	M	FLORES ALAMO M
ANA KAREN, FLORES-TRUJILLO	ANA KAREN	FLORES-TRUJILLO	ANA KAREN	FLORES TRUJILLO	ISGC	AK	FLORES-TRUJILLO AK
ANA KAREN, FLORES TRUJILLO	ANA KAREN	FLORES TRUJILLO	ANA KAREN	FLORES TRUJILLO	ISGC	AK	FLORES TRUJILLO AK
CATARINA, FLORINDO	CATARINA	FLORINDO	CATARINA	FLORINDO	ISGC	C	FLORINDO C
AMANDINE, FLOURAT	AMANDINE	FLOURAT	AMANDINE	FLOURAT	ISGC	A	FLOURAT A
ROULA, FLOUTY	ROULA	FLOUTY	ROULA	FLOUTY	ISGC	R	FLOUTY R
NAJLA, FNITER	NAJLA	FNITER	NAJLA	FNITER	ISGC	N	FNITER N
MARIA LETIZIA, FOCARETE	MARIA LETIZIA	FOCARETE	MARIA LETIZIA	FOCARETE	ISGC	ML	FOCARETE ML
MARIAFRANCESCA, FOCHI	MARIAFRANCESCA	FOCHI	MARIAFRANCESCA	FOCHI	ISGC	M	FOCHI M
VINCENT, FOLLIARD	VINCENT	FOLLIARD	VINCENT	FOLLIARD	ISGC	V	FOLLIARD V
MARIE, FÖLLMER	MARIE	FÖLLMER	MARIE	FOLLMER	ISGC	M	FOLLMER M
MARIE, FOELLMER	MARIE	FOELLMER	MARIE	FOLLMER	ISGC	M	FOELLMER M
MARIE, FOLLMER	MARIE	FOLLMER	MARIE	FOLLMER	ISGC	M	FOLLMER M
PASCAL, FONGARLAND	PASCAL	FONGARLAND	PASCAL	FONGARLAND	ISGC	P	FONGARLAND P
P, FONGARLAND	P	FONGARLAND	PASCAL	FONGARLAND	ISGC	P	FONGARLAND P
STÉPHANE, FONTAINE	STÉPHANE	FONTAINE	STEPHANE	FONTAINE	ISGC	S	FONTAINE S
STEPHANE, FONTAINE	STEPHANE	FONTAINE	STEPHANE	FONTAINE	ISGC	S	FONTAINE S
SIMON, FONTANAY	SIMON	FONTANAY	SIMON	FONTANAY	ISGC	S	FONTANAY S
EMMANUELE, FONTOLAN	EMMANUELE	FONTOLAN	EMMANUELE	FONTOLAN	ISGC	E	FONTOLAN E
CLAUDE, FORANO	CLAUDE	FORANO	CLAUDE	FORANO	ISGC	C	FORANO C
GIUSEPPE, FORNASARI	GIUSEPPE	FORNASARI	GIUSEPPE	FORNASARI	ISGC	G	FORNASARI G
MÉLISSA, FORNASERO	MÉLISSA	FORNASERO	MELISSA	FORNASERO	ISGC	M	FORNASERO M
MELISSA, FORNASERO	MELISSA	FORNASERO	MELISSA	FORNASERO	ISGC	M	FORNASERO M
MARIANA, FORTES	MARIANA	FORTES	MARIANA	FORTES	ISGC	M	FORTES M
MARCO, FOSCATO	MARCO	FOSCATO	MARCO	FOSCATO	ISGC	M	FOSCATO M
LOIC, FOUCAT	LOIC	FOUCAT	LOIC	FOUCAT	ISGC	L	FOUCAT L
AMANDINE, FOULET	AMANDINE	FOULET	AMANDINE	FOULET	ISGC	A	FOULET A
AURELIEN, FOUQUET	AURELIEN	FOUQUET	AURELIEN	FOUQUET	ISGC	A	FOUQUET A
SOPHIE, FOURMENTIN	SOPHIE	FOURMENTIN	SOPHIE	FOURMENTIN	ISGC	S	FOURMENTIN S
BRUNO, FOURNEL	BRUNO	FOURNEL	BRUNO	FOURNEL	ISGC	B	FOURNEL B
LUCIE, FOURNIER	LUCIE	FOURNIER	LUCIE	FOURNIER	ISGC	L	FOURNIER L
TEDDY, FOURNIER	TEDDY	FOURNIER	TEDDY	FOURNIER	ISGC	T	FOURNIER T
ELODIE, FOURRÉ	ELODIE	FOURRÉ	ELODIE	FOURRE	ISGC	E	FOURRE E
ELODIE, FOURRE	ELODIE	FOURRE	ELODIE	FOURRE	ISGC	E	FOURRE E
CANDACE, FOWLER	CANDACE	FOWLER	CANDACE	FOWLER	ISGC	C	FOWLER C
JOSÉ, FRAILE	JOSÉ	FRAILE	JOSE	FRAILE	ISGC	J	FRAILE J
JOSE, FRAILE	JOSE	FRAILE	JOSE	FRAILE	ISGC	J	FRAILE J
JOSÉ M, FRAILE	JOSÉ M	FRAILE	JOSE MARIA	FRAILE	ISGC	JM	FRAILE JM
JOSE MARÍA, FRAILE	JOSE MARÍA	FRAILE	JOSE MARIA	FRAILE	ISGC	JM	FRAILE JM
JOSE MARIA, FRAILE	JOSE MARIA	FRAILE	JOSE MARIA	FRAILE	ISGC	JM	FRAILE JM
SOPHIE, FRANCESCHI	SOPHIE	FRANCESCHI	SOPHIE	FRANCESCHI	ISGC	S	FRANCESCHI S
IRENE NOTAR, FRANCESCO	IRENE NOTAR	FRANCESCO	IRENE NOTAR	FRANCESCO	ISGC	IN	FRANCESCO IN
ANTOINE, FRANCHE	ANTOINE	FRANCHE	ANTOINE	FRANCHE	ISGC	A	FRANCHE A
PAOLA, FRANCHI	PAOLA	FRANCHI	PAOLA	FRANCHI	ISGC	P	FRANCHI P
AGBOSSOU-NIEDERCORN, FRANCINE	AGBOSSOU-NIEDERCORN	FRANCINE	AGBOSSOU NIEDERCORN	FRANCINE	ISGC	A	FRANCINE A
AGBOSSOU NIEDERCORN, FRANCINE	AGBOSSOU NIEDERCORN	FRANCINE	AGBOSSOU NIEDERCORN	FRANCINE	ISGC	AN	FRANCINE AN
G, FRANCIO	G	FRANCIO	GIANCARLO	FRANCIO	ISGC	G	FRANCIO G
GIANCARLO, FRANCIO	GIANCARLO	FRANCIO	GIANCARLO	FRANCIO	ISGC	G	FRANCIO G
DAVID, FRANCIOLUS	DAVID	FRANCIOLUS	DAVID	FRANCIOLUS	ISGC	D	FRANCIOLUS D
RAFAEL, FRANCISCO	RAFAEL	FRANCISCO	RAFAEL	FRANCISCO	ISGC	R	FRANCISCO R
ANA, FRANCO	ANA	FRANCO	ANA	FRANCO	ISGC	A	FRANCO A
CAMILLE, FRANCOIS	CAMILLE	FRANCOIS	CAMILLE	FRANCOIS	ISGC	C	FRANCOIS C
BERND, FRANKE	BERND	FRANKE	BERND	FRANKE	ISGC	B	FRANKE B
JAN, FRANSAER	JAN	FRANSAER	JAN	FRANSAER	ISGC	J	FRANSAER J
MARIE-CÉLINE, FRANTZ	MARIE-CÉLINE	FRANTZ	MARIE CELINE	FRANTZ	ISGC	M	FRANTZ M
MARIE CELINE, FRANTZ	MARIE CELINE	FRANTZ	MARIE CELINE	FRANTZ	ISGC	MC	FRANTZ MC
CHRISTINE, FRAYRET	CHRISTINE	FRAYRET	CHRISTINE	FRAYRET	ISGC	C	FRAYRET C
CARMEN, FREIRE	CARMEN	FREIRE	CARMEN S R	FREIRE	ISGC	C	FREIRE C
CARMEN S R, FREIRE	CARMEN S R	FREIRE	CARMEN S R	FREIRE	ISGC	CSR	FREIRE CSR
DENISE M G, FREIRE	DENISE M G	FREIRE	DENISE M G	FREIRE	ISGC	DMG	FREIRE DMG
MARA G, FREIRE	MARA G	FREIRE	MARA G	FREIRE	ISGC	MG	FREIRE MG
MARA, FREIRE	MARA	FREIRE	MARA G	FREIRE	ISGC	M	FREIRE M
MARA G FREIRE, FREIRE	MARA G FREIRE	FREIRE	MARA G	FREIRE	ISGC	MGF	FREIRE MGF
HELENA, FREITAS	HELENA	FREITAS	HELENA	FREITAS	ISGC	H	FREITAS H
ADRIANA, FREITES	ADRIANA	FREITES	ADRIANA	FREITES AGUILERA	ISGC	A	FREITES A
ADRIANA, FREITES AGUILERA	ADRIANA	FREITES AGUILERA	ADRIANA	FREITES AGUILERA	ISGC	A	FREITES AGUILERA A
FRANÇOIS, FREY	FRANÇOIS	FREY	FRANCOIS	FREY	ISGC	F	FREY F
FRANCOIS, FREY	FRANCOIS	FREY	FRANCOIS	FREY	ISGC	F	FREY F
AURIANE, FREYBURGER	AURIANE	FREYBURGER	AURIANE	FREYBURGER	ISGC	A	FREYBURGER A
GUUS, FRISSEN	GUUS	FRISSEN	GUUS	FRISSEN	ISGC	G	FRISSEN G
PETER, FRISTRUP	PETER	FRISTRUP	PETER	FRISTRUP	ISGC	P	FRISTRUP P
XAVIER, FROGNEUX	XAVIER	FROGNEUX	XAVIER	FROGNEUX	ISGC	X	FROGNEUX X
RENATO, FROIDEVAUX	RENATO	FROIDEVAUX	RENATO	FROIDEVAUX	ISGC	R	FROIDEVAUX R
INGRID, FRUITIER-ARNAUDIN	INGRID	FRUITIER-ARNAUDIN	INGRID	FRUITIER ARNAUDIN	ISGC	I	FRUITIER-ARNAUDIN I
INGRID, FRUITIER ARNAUDIN	INGRID	FRUITIER ARNAUDIN	INGRID	FRUITIER ARNAUDIN	ISGC	I	FRUITIER ARNAUDIN I
XING, FU	XING	FU	XING	FU	ISGC	X	FU X
YINGJUAN, FU	YINGJUAN	FU	YINGJUAN	FU	ISGC	Y	FU Y
MARIA, FUENTES CAMPOS	MARIA	FUENTES CAMPOS	MARIA	FUENTES CAMPOS	ISGC	M	FUENTES CAMPOS M
MARIA, FUENTES	MARIA	FUENTES	MARIA	FUENTES CAMPOS	ISGC	M	FUENTES M
EGOR, FUFACHEV	EGOR	FUFACHEV	EGOR	FUFACHEV	ISGC	E	FUFACHEV E
ETSUKO, FUJITA	ETSUKO	FUJITA	ETSUKO	FUJITA	ISGC	E	FUJITA E
KIICHI, FUKUHARA	KIICHI	FUKUHARA	KIICHI	FUKUHARA	ISGC	K	FUKUHARA K
ATSUSHI, FUKUOKA	ATSUSHI	FUKUOKA	ATSUSHI	FUKUOKA	ISGC	A	FUKUOKA A
HÉLÈNE, FULCRAND	HÉLÈNE	FULCRAND	HELENE	FULCRAND	ISGC	H	FULCRAND H
HELENE, FULCRAND	HELENE	FULCRAND	HELENE	FULCRAND	ISGC	H	FULCRAND H
SOPHIE, FULLANA-GIROD	SOPHIE	FULLANA-GIROD	SOPHIE	FULLANA GIROD	ISGC	S	FULLANA-GIROD S
SOPHIE, FULLANA GIROD	SOPHIE	FULLANA GIROD	SOPHIE	FULLANA GIROD	ISGC	S	FULLANA GIROD S
HOONG-KUN, FUN	HOONG-KUN	FUN	HOONG KUN	FUN	ISGC	H	FUN H
HOONG KUN, FUN	HOONG KUN	FUN	HOONG KUN	FUN	ISGC	HK	FUN HK
LUCA, FUSARO	LUCA	FUSARO	LUCA	FUSARO	ISGC	L	FUSARO L
MARION, GABANT	MARION	GABANT	MARION	GABANT	ISGC	M	GABANT M
BENOIT, GADENNE	BENOIT	GADENNE	BENOIT	GADENNE	ISGC	B	GADENNE B
ROGER, GADIOU	ROGER	GADIOU	ROGER	GADIOU	ISGC	R	GADIOU R
TOM, GAIDE	TOM	GAIDE	TOM	GAIDE	ISGC	T	GAIDE T
ERIC, GAIGNEAUX	ERIC	GAIGNEAUX	ERIC	GAIGNEAUX	ISGC	E	GAIGNEAUX E
CLOTILDE, GAILLARD	CLOTILDE	GAILLARD	CLOTILDE	GAILLARD	ISGC	C	GAILLARD C
PATRICE, GAILLARD	PATRICE	GAILLARD	PATRICE	GAILLARD	ISGC	P	GAILLARD P
YVES, GAILLARD	YVES	GAILLARD	YVES	GAILLARD	ISGC	Y	GAILLARD Y
PIOTR, GAJEWSKI	PIOTR	GAJEWSKI	PIOTR	GAJEWSKI	ISGC	P	GAJEWSKI P
YVES, GALANTE	YVES	GALANTE	YVES	GALANTE	ISGC	Y	GALANTE Y
ANNE, GALARNEAU	ANNE	GALARNEAU	ANNE	GALARNEAU	ISGC	A	GALARNEAU A
CODY, GALE	CODY	GALE	CODY	GALE	ISGC	C	GALE C
CYRIL, GALLARDO	CYRIL	GALLARDO	CYRIL	GALLARDO	ISGC	C	GALLARDO C
JEAN JACQUES, GALLET	JEAN JACQUES	GALLET	JEAN JACQUES	GALLET	ISGC	JJ	GALLET JJ
PAOLA, GALLETTI	PAOLA	GALLETTI	PAOLA	GALLETTI	ISGC	P	GALLETTI P
ALESSANDRO, GALLO	ALESSANDRO	GALLO	ALESSANDRO	GALLO	ISGC	A	GALLO A
ANTOINE, GALLOS	ANTOINE	GALLOS	ANTOINE	GALLOS	ISGC	A	GALLOS A
FAUSTO, GALLUCI	FAUSTO	GALLUCI	FAUSTO	GALLUCCI	ISGC	F	GALLUCI F
FAUSTO, GALLUCCI	FAUSTO	GALLUCCI	FAUSTO	GALLUCCI	ISGC	F	GALLUCCI F
KATIA, GALLUCCI	KATIA	GALLUCCI	KATIA	GALLUCCI	ISGC	K	GALLUCCI K
MARIA-ELENA, GALVEZ	MARIA-ELENA	GALVEZ	MARIA ELENA	GALVEZ PARRUCA	ISGC	M	GALVEZ M
MARIA ELENA, GALVEZ	MARIA ELENA	GALVEZ	MARIA ELENA	GALVEZ PARRUCA	ISGC	ME	GALVEZ ME
ELENA, GALVEZ PARRUCA	ELENA	GALVEZ PARRUCA	MARIA ELENA	GALVEZ PARRUCA	ISGC	E	GALVEZ PARRUCA E
MARIA ELENA, GALVEZ PARRUCA	MARIA ELENA	GALVEZ PARRUCA	MARIA ELENA	GALVEZ PARRUCA	ISGC	ME	GALVEZ PARRUCA ME
MARIA E, GALVEZ-PARRUCA	MARIA E	GALVEZ-PARRUCA	MARIA ELENA	GALVEZ PARRUCA	other	ME	GALVEZ-PARRUCA ME
NUNO, GAMA	NUNO	GAMA	NUNO	GAMA	ISGC	N	GAMA N
INAKI, GANDARIAS	INAKI	GANDARIAS	INAKI	GANDARIAS	ISGC	I	GANDARIAS I
IÑAKI, GANDARIAS	IÑAKI	GANDARIAS	INAKI	GANDARIAS	ISGC	I	GANDARIAS I
HONGSHUAI, GAO	HONGSHUAI	GAO	HONGSHUAI	GAO	ISGC	H	GAO H
JIAOQI, GAO	JIAOQI	GAO	JIAOQI	GAO	ISGC	J	GAO J
SHI, GAO	SHI	GAO	SHI	GAO	ISGC	S	GAO S
SONA, GARAJOVA	SONA	GARAJOVA	SONA	GARAJOVA	ISGC	S	GARAJOVA S
SOŇA, GARAJOVA	SOŇA	GARAJOVA	SONA	GARAJOVA	ISGC	S	GARAJOVA S
HERMENEGILDO, GARCIA	HERMENEGILDO	GARCIA	HERMENEGILDO	GARCIA	ISGC	H	GARCIA H
JOSÉ I, GARCÍA	JOSÉ I	GARCÍA	JOSE I	GARCIA	ISGC	JI	GARCIA JI
JOSE I, GARCIA	JOSE I	GARCIA	JOSE I	GARCIA	ISGC	JI	GARCIA JI
JULIÁN, GARCÍA	JULIÁN	GARCÍA	JULIAN	GARCIA	ISGC	J	GARCIA J
JULIAN, GARCIA	JULIAN	GARCIA	JULIAN	GARCIA	ISGC	J	GARCIA J
JULIEN, GARCIA	JULIEN	GARCIA	JULIEN	GARCIA	ISGC	J	GARCIA J
JUVENTINO, GARCÍA	JUVENTINO	GARCÍA	JUVENTINO	GARCIA	ISGC	J	GARCIA J
JUVENTINO, GARCIA	JUVENTINO	GARCIA	JUVENTINO	GARCIA	ISGC	J	GARCIA J
PASCALE, GARCIA	PASCALE	GARCIA	PASCALE	GARCIA	ISGC	P	GARCIA P
THOMAS, GARCIA	THOMAS	GARCIA	THOMAS	GARCIA	ISGC	T	GARCIA T
JOAQUIN, GARCÍA ÁLVAREZ	JOAQUIN	GARCÍA ÁLVAREZ	JOAQUIN	GARCIA ALVAREZ	ISGC	J	GARCIA ALVAREZ J
JOAQUIN, GARCIA ALVAREZ	JOAQUIN	GARCIA ALVAREZ	JOAQUIN	GARCIA ALVAREZ	ISGC	J	GARCIA ALVAREZ J
ENRIQUE, GARCÍA-BORDEJÉ	ENRIQUE	GARCÍA-BORDEJÉ	ENRIQUE	GARCIA BORDEJE	ISGC	E	GARCIA-BORDEJE E
ENRIQUE, GARCIA-BORDEJÉ	ENRIQUE	GARCIA-BORDEJÉ	ENRIQUE	GARCIA BORDEJE	ISGC	E	GARCIA-BORDEJE E
ENRIQUE, GARCIA BORDEJE	ENRIQUE	GARCIA BORDEJE	ENRIQUE	GARCIA BORDEJE	ISGC	E	GARCIA BORDEJE E
FRANCISCO, GARCIA CIRUJANO	FRANCISCO	GARCIA CIRUJANO	FRANCISCO	GARCIA CIRUJANO	ISGC	F	GARCIA CIRUJANO F
JOSE L, GARCÍA FIERRO	JOSE L	GARCÍA FIERRO	JOSE L	GARCIA FIERRO	ISGC	JL	GARCIA FIERRO JL
JOSÉ L, GARCÍA FIERRO	JOSÉ L	GARCÍA FIERRO	JOSE L	GARCIA FIERRO	ISGC	JL	GARCIA FIERRO JL
JOSE L, GARCIA FIERRO	JOSE L	GARCIA FIERRO	JOSE L	GARCIA FIERRO	ISGC	JL	GARCIA FIERRO JL
MARIA NELLY, GARCIA GONZALEZ	MARIA NELLY	GARCIA GONZALEZ	MARIA NELLY	GARCIA GONZALEZ	ISGC	MN	GARCIA GONZALEZ MN
JOSÉ IGNACIO, GARCÍA LAUREIRO	JOSÉ IGNACIO	GARCÍA LAUREIRO	JOSE IGNACIO	GARCIA LAUREIRO	ISGC	JI	GARCIA LAUREIRO JI
JOSE I, GARCIA	JOSE I	GARCIA	JOSE IGNACIO	GARCIA LAUREIRO	ISGC	JI	GARCIA JI
JOSÉ IGNACIO, GARCÍA	JOSÉ IGNACIO	GARCÍA	JOSE IGNACIO	GARCIA LAUREIRO	ISGC	JI	GARCIA JI
JOSE IGNACIO, GARCIA LAUREIRO	JOSE IGNACIO	GARCIA LAUREIRO	JOSE IGNACIO	GARCIA LAUREIRO	ISGC	JI	GARCIA LAUREIRO JI
DAVID, GARCIA-MORCATE	DAVID	GARCIA-MORCATE	DAVID	GARCIA MORCATE	ISGC	D	GARCIA-MORCATE D
DAVID, GARCIA MORCATE	DAVID	GARCIA MORCATE	DAVID	GARCIA MORCATE	ISGC	D	GARCIA MORCATE D
JUAN, GARCÍA SERNA	JUAN	GARCÍA SERNA	JUAN	GARCIA SERNA	ISGC	J	GARCIA SERNA J
JUAN, GARCIA SERNA	JUAN	GARCIA SERNA	JUAN	GARCIA SERNA	ISGC	J	GARCIA SERNA J
EDUARDO J, GARCIA-SUAREZ	EDUARDO J	GARCIA-SUAREZ	EDUARDO J	GARCIA SUAREZ	ISGC	EJ	GARCIA-SUAREZ EJ
EDUARDO J, GARCIA SUAREZ	EDUARDO J	GARCIA SUAREZ	EDUARDO J	GARCIA SUAREZ	ISGC	EJ	GARCIA SUAREZ EJ
OMAR, GARCIA-VALDEZ	OMAR	GARCIA-VALDEZ	OMAR	GARCIA VALDEZ	ISGC	O	GARCIA-VALDEZ O
OMAR, GARCIA VALDEZ	OMAR	GARCIA VALDEZ	OMAR	GARCIA VALDEZ	ISGC	O	GARCIA VALDEZ O
EDUARDO, GARCIA VERDUGO	EDUARDO	GARCIA VERDUGO	EDUARDO	GARCIA VERDUGO	ISGC	E	GARCIA VERDUGO E
EDUARDO, GARCIA-VERDUGO	EDUARDO	GARCIA-VERDUGO	EDUARDO	GARCIA VERDUGO	ISGC	E	GARCIA-VERDUGO E
CHRISTIAN, GARDRAT	CHRISTIAN	GARDRAT	CHRISTIAN	GARDRAT	ISGC	C	GARDRAT C
CLAIRE, GAREL	CLAIRE	GAREL	CLAIRE	GAREL	ISGC	C	GAREL C
ESTELLE, GARNIER	ESTELLE	GARNIER	ESTELLE	GARNIER	ISGC	E	GARNIER E
TONY, GARNIER	TONY	GARNIER	TONY	GARNIER	ISGC	T	GARNIER T
XAVIER, GARREAU	XAVIER	GARREAU	XAVIER	GARREAU	ISGC	X	GARREAU X
MARK, GARRETT	MARK	GARRETT	MARK	GARRETT	ISGC	M	GARRETT M
ISABEL, GARRIDO	ISABEL	GARRIDO	ISABEL	GARRIDO	ISGC	I	GARRIDO I
JEAN-CHRISTOPHE, GARRIGUES	JEAN-CHRISTOPHE	GARRIGUES	JEAN CHRISTOPHE	GARRIGUES	ISGC	J	GARRIGUES J
JEAN CHRISTOPHE, GARRIGUES	JEAN CHRISTOPHE	GARRIGUES	JEAN CHRISTOPHE	GARRIGUES	ISGC	JC	GARRIGUES JC
